ts,user_id,username,task,event,code,stdout,stderr,estimated_stage,next_stage,processing_structure,advice
2025-12-18T03:54:49.692Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void) {
    return 0;
}",,,,,,
2025-12-18T03:55:09.683Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main()",,,,,,
2025-12-18T03:55:19.685Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    ",,,,,,
2025-12-18T03:55:29.682Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,",,,,,,
2025-12-18T03:55:39.696Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,c;",,,,,,
2025-12-18T03:55:59.690Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,c;
    ",,,,,,
2025-12-18T03:56:09.690Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,c;
    scanf(",,,,,,
2025-12-18T03:56:19.695Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,c;
    scanf(""%d %d"");",,,,,,
2025-12-18T03:56:29.681Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,c;
    scanf(""%d %d %d"",a,b,c);",,,,,,
2025-12-18T03:56:39.708Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,c;
    scanf(""%d %d %d"",a,b,c);
    ",,,,,,
2025-12-18T03:56:49.694Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
    int a,b,c;
    scanf(""%d %d %d"",a,b,c);
    if(a*a>b*b",,,,,,
2025-12-18T04:09:29.693Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   ",,,,,,
2025-12-18T04:09:39.696Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   /*",,,,,,
2025-12-18T04:09:59.688Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   /*入力",,,,,,
2025-12-18T04:12:29.694Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   /*入力：",,,,,,
2025-12-18T04:12:39.691Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   /*入力：三つの実数、出力：",,,,,,
2025-12-18T04:12:49.683Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   /*入力：三つの実数、出力：三角形の形状判定",,,,,,
2025-12-18T04:12:59.682Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   /*入力：三つの実数、出力：三角形の形状判定
   //入力",,,,,,
2025-12-18T04:13:09.684Z,user_013,user13,14,auto_save,"#include <stdio.h>

int main(void){
   /*入力：三つの実数、出力：三角形の形状判定
   //入力をする
   //",,,,,,
