ts,user_id,username,task,event,code,stdout,stderr,estimated_stage,next_stage,processing_structure,advice
2025-12-18T04:44:16.795Z,user_011,user11,32,auto_save,"#include <stdio.h>

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            printf(""直角三角形\n"");
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            printf(""鋭角三角形\n"");
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            printf(""鈍角三角形\n"");
        }
    //成立しない場合
    } else {
        //error
        printf(""Error\n"");
    }
    return 0;
}",,,,,,
2025-12-18T04:44:36.803Z,user_011,user11,32,auto_save,"#include <stdio.h>

void 

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            printf(""直角三角形\n"");
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            printf(""鋭角三角形\n"");
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            printf(""鈍角三角形\n"");
        }
    //成立しない場合
    } else {
        //error
        printf(""Error\n"");
    }
    return 0;
}",,,,,,
2025-12-18T04:44:46.802Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            printf(""直角三角形\n"");
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            printf(""鋭角三角形\n"");
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            printf(""鈍角三角形\n"");
        }
    //成立しない場合
    } else {
        //error
        printf(""Error\n"");
    }
    return 0;
}",,,,,,
2025-12-18T04:44:56.801Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c)

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            printf(""直角三角形\n"");
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            printf(""鋭角三角形\n"");
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            printf(""鈍角三角形\n"");
        }
    //成立しない場合
    } else {
        //error
        printf(""Error\n"");
    }
    return 0;
}",,,,,,
2025-12-18T04:45:06.794Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            printf(""直角三角形\n"");
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            printf(""鋭角三角形\n"");
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            printf(""鈍角三角形\n"");
        }
    //成立しない場合
    } else {
        //error
        printf(""Error\n"");
    }
    return 0;
}",,,,,,
2025-12-18T04:45:26.794Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    return 0;
}",,,,,,
2025-12-18T04:45:36.797Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            printf(""直角三角形\n"");
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            printf(""鋭角三角形\n"");
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            printf(""鈍角三角形\n"");
        }
    //成立しない場合
    } else {
        //error
        printf(""Error\n"");
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    return 0;
}",,,,,,
2025-12-18T04:45:46.798Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 0;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 1;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            printf(""鈍角三角形\n"");
        }
    //成立しない場合
    } else {
        //error
        printf(""Error\n"");
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    return 0;
}",,,,,,
2025-12-18T04:45:56.806Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 0;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 1;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 2;
        }
    //成立しない場合
    } else {
        //error
        return 
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    return 0;
}",,,,,,
2025-12-18T04:46:06.799Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 1;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 2;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    return 0;
}",,,,,,
2025-12-18T04:46:16.806Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    return 0;
}",,,,,,
2025-12-18T04:46:56.795Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    
    
    return 0;
}",,,,,,
2025-12-18T04:47:36.794Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r;
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    
    
    return 0;
}",,,,,,
2025-12-18T04:47:46.794Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    
    
    return 0;
}",,,,,,
2025-12-18T04:47:56.796Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = ret
    
    return 0;
}",,,,,,
2025-12-18T04:48:06.801Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = c
    
    return 0;
}",,,,,,
2025-12-18T04:48:16.801Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = checktri(a,b,c)
    
    return 0;
}",,,,,,
2025-12-18T04:48:26.799Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = checktri(a,b,c);
    
    
    return 0;
}",,,,,,
2025-12-18T04:49:25.222Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = checktri(a,b,c);
    switcch
    
    return 0;
}",,,,,,
2025-12-18T04:49:35.217Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = checktri(a,b,c);
    switch(){
            
    }
    
    return 0;
}",,,,,,
2025-12-18T04:49:55.214Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = checktri(a,b,c);
    switch(r){
        case 1:
            c
    }
    
    return 0;
}",,,,,,
2025-12-18T04:50:05.220Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = checktri(a,b,c);
    switch(r){
        case 1:
        case 2:
        case 3:
        default;
    }
    
    return 0;
}",,,,,,
2025-12-18T04:50:15.216Z,user_011,user11,32,auto_save,"#include <stdio.h>

void checktri(int a,int b,int c){
    //三角形が成立するかを検証する
    if (a < b + c){
        //直角三角形
        if (a*a == b*b + c*c) {
            return 1;
        }
        //鋭角三角形
        else if (a*a < b*b + c*c) {
            return 2;
        }
        //鈍角三角形
        else if (a*a > b*b + c*c) {
            return 3;
        }
    //成立しない場合
    } else {
        //error
        return 0;
    }
}

int main(void) {
    //aを最大値として辺の長さを作成
    float a,b,c;
    int r; //戻り値代入用
    
    //入力
    scanf(""%f"",&a);
    scanf(""%f"",&b);
    scanf(""%f"",&c);
    
    r = checktri(a,b,c);
    switch(r){
        case 1:
        case 2:
        case 3:
        default:
    }
    
    return 0;
}",,,,,,
